;moviename;data;file
458339;Captain America: The First Avenger;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1952948154', 'SubFileName': 'Captain.America.The.First.Avenger.2011.BluRay.720p.DTS.x264-CHD.eng.srt', 'SubActualCD': '1', 'SubSize': '88255', 'SubHash': '1c48018b80c56267ee800d74d3e5b6c2', 'SubLastTS': '02:03:54', 'SubTSGroup': '1', 'InfoReleaseGroup': 'CHD', 'InfoFormat': 'BluRay', 'InfoOther': '', 'IDSubtitle': '4256972', 'UserID': '969697', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2011-10-17 22:03:30', 'SubBad': '0', 'SubRating': '0.0', 'SubSumVotes': '0', 'SubDownloadsCnt': '429588', 'MovieReleaseName': 'BluRay.720p.DTS.x264-CHD', 'MovieFPS': '23.976', 'IDMovie': '67762', 'IDMovieImdb': '458339', 'MovieName': 'Captain America: The First Avenger', 'MovieNameEng': '', 'MovieYear': '2011', 'MovieImdbRating': '6.9', 'SubFeatured': '0', 'UserNickName': 'spaceboy74', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '1', 'SeriesIMDBParent': '0', 'SubEncoding': 'CP1252', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': '0f250ef6dbb61f54aca47469f68059ab', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19cf0c59/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1952948154.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f54d0bbc/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/4256972', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/4256972/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/captain-america-the-first-avenger-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0458339', 'sublanguageid': 'eng'}, 'Score': 37.29588};{'1952948154': '/home/eva/Diploma/os/458339.srt'}
486358;Jesus Camp;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1951690921', 'SubFileName': 'Jesus Camp DVDRip-iMBT.srt', 'SubActualCD': '1', 'SubSize': '99411', 'SubHash': '6f345ccec24855a12b0de77956c83671', 'SubLastTS': '01:23:31', 'SubTSGroup': '1', 'InfoReleaseGroup': 'iMBT', 'InfoFormat': 'DVD', 'InfoOther': '', 'IDSubtitle': '3144944', 'UserID': '115412', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2007-09-04 04:29:43', 'SubBad': '0', 'SubRating': '8.5', 'SubSumVotes': '4', 'SubDownloadsCnt': '5965', 'MovieReleaseName': 'Jesus Camp DVDRip-iMBT', 'MovieFPS': '30.000', 'IDMovie': '21054', 'IDMovieImdb': '486358', 'MovieName': 'Jesus Camp', 'MovieNameEng': '', 'MovieYear': '2006', 'MovieImdbRating': '7.5', 'SubFeatured': '0', 'UserNickName': 'Gabi44', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '1', 'UserRank': 'platinum member', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '0', 'SeriesIMDBParent': '0', 'SubEncoding': 'CP850', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '0', 'QueryCached': 1, 'SubTSGroupHash': '700b43c02a0b38c850e07f1baf99bbe8', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19be0c54/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1951690921.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f52f0bb6/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/3144944', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/3144944/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/jesus-camp-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0486358', 'sublanguageid': 'eng'}, 'Score': 22.75965};{'1951690921': '/home/eva/Diploma/os/486358.srt'}
497116;An Inconvenient Truth;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1951625772', 'SubFileName': 'dmd-inconvtruth.sub', 'SubActualCD': '1', 'SubSize': '83990', 'SubHash': '3e1e95a06231527457e25658f775383d', 'SubLastTS': '128656', 'SubTSGroup': '1', 'InfoReleaseGroup': '', 'InfoFormat': '', 'InfoOther': '', 'IDSubtitle': '3095700', 'UserID': '107235', 'SubLanguageID': 'eng', 'SubFormat': 'sub', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2007-01-14 17:22:06', 'SubBad': '0', 'SubRating': '8.6', 'SubSumVotes': '16', 'SubDownloadsCnt': '16017', 'MovieReleaseName': 'An.Inconvenient.Truth.DVDRip.XviD-DiAMOND', 'MovieFPS': '23.976', 'IDMovie': '20330', 'IDMovieImdb': '497116', 'MovieName': 'An Inconvenient Truth', 'MovieNameEng': '', 'MovieYear': '2006', 'MovieImdbRating': '7.4', 'SubFeatured': '0', 'UserNickName': 'funk_soul_brother', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'gold member', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '0', 'SeriesIMDBParent': '0', 'SubEncoding': 'ASCII', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '0', 'QueryCached': 1, 'SubTSGroupHash': '82757ffa4a469abef887f64b9d8a3659', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19b40c56/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1951625772.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f5340bb1/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/3095700', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/3095700/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/an-inconvenient-truth-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0497116', 'sublanguageid': 'eng'}, 'Score': 22.88017};{'1951625772': '/home/eva/Diploma/os/497116.srt'}
97884;May Fools;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1954924611', 'SubFileName': 'Milou en mai AKA May Fools 1990 720p BluRay AAC2.0 x264-KESH.EN   24.srt', 'SubActualCD': '1', 'SubSize': '85389', 'SubHash': '0f99c4c2822d56614dee88277cb64129', 'SubLastTS': '01:46:41', 'SubTSGroup': '2', 'InfoReleaseGroup': '', 'InfoFormat': 'BluRay', 'InfoOther': '', 'IDSubtitle': '6343319', 'UserID': '1497403', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2015-10-17 12:49:28', 'SubBad': '0', 'SubRating': '0.0', 'SubSumVotes': '0', 'SubDownloadsCnt': '729', 'MovieReleaseName': 'Milou en mai AKA May Fools 1990 720p BluRay AAC2.0 x264-KESH', 'MovieFPS': '24.000', 'IDMovie': '32547', 'IDMovieImdb': '97884', 'MovieName': 'May Fools', 'MovieNameEng': '', 'MovieYear': '1990', 'MovieImdbRating': '7.2', 'SubFeatured': '0', 'UserNickName': 'Chilekesh', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'platinum member', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '1', 'SeriesIMDBParent': '0', 'SubEncoding': 'UTF-8', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '0', 'SubTSGroupHash': 'e65c513c34ef46a388fa27563748a3b4', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19c70c53/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1954924611.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f5390bb6/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/6343319', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/6343319/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/may-fools-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0097884', 'sublanguageid': 'eng'}, 'Score': 21.00729};{'1954924611': '/home/eva/Diploma/os/97884.srt'}
112769;La Ceremonie;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1953210886', 'SubFileName': 'La.Ceremonie.1995.1080p.BluRay.x264-CiNEFiLE.English.srt', 'SubActualCD': '1', 'SubSize': '75617', 'SubHash': '528bfec4a1339fde05104fc966cb71ce', 'SubLastTS': '01:51:41', 'SubTSGroup': '1', 'InfoReleaseGroup': 'CiNEFiLE', 'InfoFormat': 'BluRay', 'InfoOther': '', 'IDSubtitle': '4663694', 'UserID': '1089737', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2012-09-17 00:31:11', 'SubBad': '0', 'SubRating': '0.0', 'SubSumVotes': '0', 'SubDownloadsCnt': '4043', 'MovieReleaseName': 'La.Ceremonie.1995.1080p.BluRay.x264-CiNEFiLE', 'MovieFPS': '23.976', 'IDMovie': '1124', 'IDMovieImdb': '112769', 'MovieName': 'La Ceremonie', 'MovieNameEng': '', 'MovieYear': '1995', 'MovieImdbRating': '7.5', 'SubFeatured': '0', 'UserNickName': 'subshare', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '1', 'SeriesIMDBParent': '0', 'SubEncoding': 'UTF-8', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': '1c4bfa3a1b22e4a05e3d11e40ace40e3', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-199a0c54/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1953210886.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f55b0bbf/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/4663694', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/4663694/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/la-ceremonie-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0112769', 'sublanguageid': 'eng'}, 'Score': 33.04043};{'1953210886': '/home/eva/Diploma/os/112769.srt'}
409184;Les poupees russes;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '248496', 'SubFileName': 'The Russian Dolls (2005) CD1 - ESPiSE -.srt', 'SubActualCD': '1', 'SubSize': '61792', 'SubHash': '09ddb58bc1079752948ca277605899ea', 'SubLastTS': '01:05:39', 'SubTSGroup': '8', 'InfoReleaseGroup': '', 'InfoFormat': '', 'InfoOther': '', 'IDSubtitle': '186742', 'UserID': '63576', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '2', 'SubAuthorComment': '', 'SubAddDate': '2005-03-01 00:00:00', 'SubBad': '0', 'SubRating': '10.0', 'SubSumVotes': '1', 'SubDownloadsCnt': '3527', 'MovieReleaseName': 'The.Russian.Dolls.2002.DVDRip.XviD-ESPiSE', 'MovieFPS': '0.000', 'IDMovie': '11682', 'IDMovieImdb': '409184', 'MovieName': 'Les poupees russes', 'MovieNameEng': 'The Russian Dolls', 'MovieYear': '2005', 'MovieImdbRating': '7.0', 'SubFeatured': '0', 'UserNickName': 'zeeero (a)', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'platinum member', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '0', 'SeriesIMDBParent': '0', 'SubEncoding': 'CP1252', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '0', 'QueryCached': 1, 'SubTSGroupHash': '925d4878266470c17f24d6cb54c17fdb', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-e9940b8a/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/248496.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-e9950b85/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/186742', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/186742/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/les-poupees-russes-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0409184', 'sublanguageid': 'eng'}, 'Score': 23.03527};{'248496': '/home/eva/Diploma/os/409184.srt'}
73114;The Story of Adele H;"{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1952756587', 'SubFileName': ""L'histoire d'Adèle H. (1975).srt"", 'SubActualCD': '1', 'SubSize': '86453', 'SubHash': '21d7a0b62250a8961fad54e614268a68', 'SubLastTS': '01:32:41', 'SubTSGroup': '1', 'InfoReleaseGroup': '', 'InfoFormat': '', 'InfoOther': '', 'IDSubtitle': '4083346', 'UserID': '1089737', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2011-02-05 01:38:12', 'SubBad': '0', 'SubRating': '0.0', 'SubSumVotes': '0', 'SubDownloadsCnt': '2873', 'MovieReleaseName': "" L'histoire d'Adèle H. (1975)"", 'MovieFPS': '25.000', 'IDMovie': '1223', 'IDMovieImdb': '73114', 'MovieName': 'The Story of Adele H', 'MovieNameEng': '', 'MovieYear': '1975', 'MovieImdbRating': '7.2', 'SubFeatured': '0', 'UserNickName': 'subshare', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '0', 'SeriesIMDBParent': '0', 'SubEncoding': 'ASCII', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'SubTSGroupHash': '25832fb5452f5a1c12eed477d427015e', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19d50c60/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1952756587.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f5300bb5/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/4083346', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/4083346/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/the-story-of-adele-h-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0073114', 'sublanguageid': 'eng'}, 'Score': 33.02873}";{'1952756587': '/home/eva/Diploma/os/73114.srt'}
156841;The Next Best Thing;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1954800645', 'SubFileName': 'The Next.Best.Thing.2000.720p.WEB-DL.DD5.1.H.264-alfaHD.EN   23.976.srt', 'SubActualCD': '1', 'SubSize': '128943', 'SubHash': 'a6f655a4e9b75da3ed7a036133c71f76', 'SubLastTS': '01:47:31', 'SubTSGroup': '4', 'InfoReleaseGroup': '', 'InfoFormat': 'WEB-DL', 'InfoOther': '', 'IDSubtitle': '6219998', 'UserID': '1497403', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2015-06-30 22:39:49', 'SubBad': '0', 'SubRating': '7.0', 'SubSumVotes': '1', 'SubDownloadsCnt': '1130', 'MovieReleaseName': 'The Next.Best.Thing.2000.720p.WEB-DL.DD5.1.H.264-alfaHD', 'MovieFPS': '23.976', 'IDMovie': '5490', 'IDMovieImdb': '156841', 'MovieName': 'The Next Best Thing', 'MovieNameEng': 'The Red Curtain', 'MovieYear': '2000', 'MovieImdbRating': '4.7', 'SubFeatured': '0', 'UserNickName': 'Chilekesh', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'platinum member', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '1', 'SeriesIMDBParent': '0', 'SubEncoding': 'UTF-8', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '0', 'QueryCached': 1, 'SubTSGroupHash': '12608110f398f90c9a3257c062fb9c6b', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19b10c53/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1954800645.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f55d0bc5/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/6219998', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/6219998/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/the-next-best-thing-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0156841', 'sublanguageid': 'eng'}, 'Score': 22.4113};{'1954800645': '/home/eva/Diploma/os/156841.srt'}
294870;Rent;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1952157649', 'SubFileName': 'Rent [Eng] DVDrip [AC3] 2005.VTS_01_1_part1.srt', 'SubActualCD': '1', 'SubSize': '62930', 'SubHash': '52c69ababc92f650bcfcb0136a53e32e', 'SubLastTS': '01:07:13', 'SubTSGroup': '5', 'InfoReleaseGroup': '', 'InfoFormat': 'DVD', 'InfoOther': '', 'IDSubtitle': '3535450', 'UserID': '605912', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '2', 'SubAuthorComment': '', 'SubAddDate': '2009-07-16 15:28:09', 'SubBad': '0', 'SubRating': '0.0', 'SubSumVotes': '0', 'SubDownloadsCnt': '11682', 'MovieReleaseName': 'Rent [Eng] [AC3] 2005 [DVDrip] Pt 1 & Pt 2(1.35GB)', 'MovieFPS': '23.976', 'IDMovie': '15420', 'IDMovieImdb': '294870', 'MovieName': 'Rent', 'MovieNameEng': '', 'MovieYear': '2005', 'MovieImdbRating': '6.9', 'SubFeatured': '0', 'UserNickName': 'AMTG', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'platinum member', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '0', 'SeriesIMDBParent': '0', 'SubEncoding': 'ASCII', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '0', 'QueryCached': 1, 'SubTSGroupHash': 'e15ef0a11b317dcfe76bc1536b1cb3bd', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19b20c5a/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1952157649.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f5350bb2/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/3535450', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/3535450/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/rent-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0294870', 'sublanguageid': 'eng'}, 'Score': 21.11682};{'1952157649': '/home/eva/Diploma/os/294870.srt'}
37101;Murder, My Sweet;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1954888547', 'SubFileName': 'Murder.My.Sweet.1944.720p.BluRay.X264-AMIABLE.srt', 'SubActualCD': '1', 'SubSize': '106292', 'SubHash': '014cdefeaeddd9d7b54e47159317012c', 'SubLastTS': '01:35:23', 'SubTSGroup': '1', 'InfoReleaseGroup': 'AMIABLE', 'InfoFormat': 'BluRay', 'InfoOther': '', 'IDSubtitle': '6307318', 'UserID': '1568273', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2015-09-16 06:13:54', 'SubBad': '0', 'SubRating': '10.0', 'SubSumVotes': '1', 'SubDownloadsCnt': '4017', 'MovieReleaseName': 'Murder.My.Sweet.1944.720p.BluRay.X264-AMIABLE', 'MovieFPS': '23.976', 'IDMovie': '7663', 'IDMovieImdb': '37101', 'MovieName': 'Murder, My Sweet', 'MovieNameEng': 'Farewell My Lovely', 'MovieYear': '1944', 'MovieImdbRating': '7.6', 'SubFeatured': '0', 'UserNickName': 'Luis-subs', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '1', 'SeriesIMDBParent': '0', 'SubEncoding': 'ASCII', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': '698b4b7a4f7faf641c42e46bd3a00345', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19f80c64/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1954888547.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f5340bb5/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/6307318', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/6307318/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/murder-my-sweet-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0037101', 'sublanguageid': 'eng'}, 'Score': 35.04017};{'1954888547': '/home/eva/Diploma/os/37101.srt'}
337961;Dans ma peau;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1954054018', 'SubFileName': 'In.My.Skin.DVDRip.XviD-iMBT.ENG.srt', 'SubActualCD': '1', 'SubSize': '50066', 'SubHash': '9f1c5b866deb69447b1c0bcc19474074', 'SubLastTS': '01:22:58', 'SubTSGroup': '1', 'InfoReleaseGroup': 'iMBT', 'InfoFormat': 'DVD', 'InfoOther': '', 'IDSubtitle': '5457269', 'UserID': '1561722', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2013-12-23 14:07:54', 'SubBad': '0', 'SubRating': '0.0', 'SubSumVotes': '0', 'SubDownloadsCnt': '1765', 'MovieReleaseName': ' In.My.Skin.DVDRip.XviD-iMBT', 'MovieFPS': '25.000', 'IDMovie': '7376', 'IDMovieImdb': '337961', 'MovieName': 'Dans ma peau', 'MovieNameEng': 'In My Skin', 'MovieYear': '2002', 'MovieImdbRating': '6.3', 'SubFeatured': '0', 'UserNickName': 'robot2xl', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'platinum member', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '0', 'SeriesIMDBParent': '0', 'SubEncoding': 'ASCII', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '0', 'QueryCached': 1, 'SubTSGroupHash': 'bb4e904589dc8404d16caae3cd180e4a', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19950c4e/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1954054018.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f5540bbf/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/5457269', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/5457269/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/dans-ma-peau-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0337961', 'sublanguageid': 'eng'}, 'Score': 21.01765};{'1954054018': '/home/eva/Diploma/os/337961.srt'}
